ID,PROJECT,FILE,START,END,LOC,LOCNAMM,WMC,WMCNAMM,NOM,NOMNAMM,NOA,AMW,AMWNAMM,NOAM,WOC,is_god_class
C-001318,ApexCharts,src/charts/Line.js,16,890,875,875,104,104,9,9,11,11.555555555555555,11.555555555555555,0,0.45,1
C-001319,ApexCharts,src/charts/Pie.js,13,1056,1044,1044,128,128,15,15,19,8.533333333333333,8.533333333333333,0,0.4411764705882353,1
C-001321,ApexCharts,src/charts/Radial.js,12,467,456,456,47,47,7,7,12,6.714285714285714,6.714285714285714,0,0.3684210526315789,1
C-001323,ApexCharts,src/charts/Scatter.js,12,271,260,260,47,47,4,4,4,11.75,11.75,0,0.5,1
C-001327,ApexCharts,src/modules/annotations/Helpers.js,3,281,279,279,55,55,7,7,2,7.857142857142857,7.857142857142857,0,0.7777777777777778,1
C-001330,ApexCharts,src/modules/annotations/YAxisAnnotations.js,3,117,115,115,14,14,4,4,3,3.5,3.5,0,0.5714285714285714,0
C-001335,ApexCharts,src/modules/axes/YAxis.js,11,576,566,566,60,60,9,9,10,6.666666666666667,6.666666666666667,0,0.4736842105263157,1
C-001336,ApexCharts,src/modules/Base.js,9,25,17,17,2,2,2,2,1,1.0,1.0,0,0.6666666666666666,0
C-001339,ApexCharts,src/modules/Crosshairs.js,5,136,132,132,12,12,3,3,2,4.0,4.0,0,0.6,0
C-001341,ApexCharts,src/modules/DataLabels.js,11,379,369,369,62,62,7,7,2,8.857142857142858,8.857142857142858,0,0.7777777777777778,1
C-001346,ApexCharts,src/modules/dimensions/YAxis.js,5,205,201,201,7,7,4,4,2,1.75,1.75,0,0.6666666666666666,0
C-001349,ApexCharts,src/modules/Fill.js,10,406,397,397,71,71,8,8,4,8.875,8.875,0,0.6666666666666666,1
C-001350,ApexCharts,src/modules/Filters.js,8,210,203,203,25,25,10,10,2,2.5,2.5,0,0.8333333333333334,0
C-001352,ApexCharts,src/modules/Graphics.js,11,1024,1014,1014,161,161,26,26,2,6.1923076923076925,6.1923076923076925,0,0.9285714285714286,1
C-001353,ApexCharts,src/modules/helpers/Destroy.js,1,88,88,88,12,12,4,4,2,3.0,3.0,0,0.6666666666666666,0
C-001354,ApexCharts,src/modules/helpers/InitCtxVariables.js,38,106,69,69,2,2,2,2,2,1.0,1.0,0,0.5,0
C-001355,ApexCharts,src/modules/helpers/Localization.js,5,39,35,35,6,6,2,2,2,3.0,3.0,0,0.5,0
C-001356,ApexCharts,src/modules/helpers/UpdateHelpers.js,7,302,296,296,36,36,8,8,2,4.5,4.5,0,0.8,1
C-001357,ApexCharts,src/modules/legend/Helpers.js,4,281,278,278,29,29,8,8,2,3.625,3.625,0,0.8,1
C-001358,ApexCharts,src/modules/legend/Legend.js,14,476,463,463,103,103,8,8,6,12.875,12.875,0,0.5714285714285714,1
C-001359,ApexCharts,src/modules/Markers.js,11,255,245,245,56,56,6,6,2,9.333333333333334,9.333333333333334,0,0.75,1
C-001360,ApexCharts,src/modules/Range.js,11,574,564,564,119,119,9,9,3,13.22222222222222,13.22222222222222,0,0.75,1
C-001362,ApexCharts,src/modules/Scales.js,3,594,592,592,78,78,11,11,2,7.090909090909091,7.090909090909091,0,0.8461538461538461,1
C-001363,ApexCharts,src/modules/Series.js,10,479,470,470,66,66,21,21,3,3.142857142857143,3.142857142857143,0,0.875,1
C-001364,ApexCharts,src/modules/settings/Config.js,10,338,329,329,80,80,10,10,1,8.0,8.0,0,0.9090909090909092,1
C-001365,ApexCharts,src/modules/settings/Defaults.js,136,1118,983,983,48,48,27,27,1,1.7777777777777777,1.7777777777777777,0,0.9642857142857144,1
C-001366,ApexCharts,src/modules/settings/Globals.js,3,227,225,225,8,8,3,3,0,2.6666666666666665,2.6666666666666665,0,1.0,1
C-001371,ApexCharts,src/modules/Toolbar.js,19,532,514,514,64,64,19,19,7,3.3684210526315788,3.3684210526315788,0,0.7307692307692307,1
C-001372,ApexCharts,src/modules/tooltip/AxesTooltip.js,8,191,184,184,28,28,6,6,2,4.666666666666667,4.666666666666667,0,0.75,0
C-001373,ApexCharts,src/modules/tooltip/Intersect.js,11,364,354,354,59,59,6,6,3,9.833333333333334,9.833333333333334,0,0.6666666666666666,1
C-001374,ApexCharts,src/modules/tooltip/Labels.js,12,500,489,489,78,78,9,9,4,8.666666666666666,8.666666666666666,0,0.6923076923076923,1
C-001376,ApexCharts,src/modules/tooltip/Position.js,10,442,433,433,92,92,10,10,3,9.2,9.2,0,0.7692307692307693,1
C-001380,ApexCharts,src/utils/DateTime.js,9,238,230,230,43,43,13,13,5,3.3076923076923075,3.3076923076923075,0,0.7222222222222222,0
